speed1,speed2,speed_diff,Voice_mean,Voice_std,Voice_min,Voice_max,Voice_median,Voice_skew,Voice_kurtosis,Voice_rms,Voice_zcr,Voice_dom_freq,Voice_spec_centroid,Voice_spec_spread,Voice_spec_skew,Voice_spec_kurtosis,Acceleration X_mean,Acceleration X_std,Acceleration X_min,Acceleration X_max,Acceleration X_median,Acceleration X_skew,Acceleration X_kurtosis,Acceleration X_rms,Acceleration X_dom_freq,Acceleration X_spec_centroid,Acceleration X_spec_spread,Acceleration X_spec_skew,Acceleration X_spec_kurtosis,Acceleration Y_mean,Acceleration Y_std,Acceleration Y_min,Acceleration Y_max,Acceleration Y_median,Acceleration Y_skew,Acceleration Y_kurtosis,Acceleration Y_rms,Acceleration Y_dom_freq,Acceleration Y_spec_centroid,Acceleration Y_spec_spread,Acceleration Y_spec_skew,Acceleration Y_spec_kurtosis,Acceleration Z_mean,Acceleration Z_std,Acceleration Z_min,Acceleration Z_max,Acceleration Z_median,Acceleration Z_skew,Acceleration Z_kurtosis,Acceleration Z_rms,Acceleration Z_dom_freq,Acceleration Z_spec_centroid,Acceleration Z_spec_spread,Acceleration Z_spec_skew,Acceleration Z_spec_kurtosis,Gyro X_mean,Gyro X_std,Gyro X_min,Gyro X_max,Gyro X_median,Gyro X_skew,Gyro X_kurtosis,Gyro X_rms,Gyro X_dom_freq,Gyro X_spec_centroid,Gyro X_spec_spread,Gyro X_spec_skew,Gyro X_spec_kurtosis,Gyro Y_mean,Gyro Y_std,Gyro Y_min,Gyro Y_max,Gyro Y_median,Gyro Y_skew,Gyro Y_kurtosis,Gyro Y_rms,Gyro Y_dom_freq,Gyro Y_spec_centroid,Gyro Y_spec_spread,Gyro Y_spec_skew,Gyro Y_spec_kurtosis,Gyro Z_mean,Gyro Z_std,Gyro Z_min,Gyro Z_max,Gyro Z_median,Gyro Z_skew,Gyro Z_kurtosis,Gyro Z_rms,Gyro Z_dom_freq,Gyro Z_spec_centroid,Gyro Z_spec_spread,Gyro Z_spec_skew,Gyro Z_spec_kurtosis,Temperature_mean,Temperature_std,Temperature_min,Temperature_max,Temperature_median,Temperature_skew,Temperature_kurtosis,Temperature_rms,Temperature_dom_freq,Temperature_spec_centroid,Temperature_spec_spread,Temperature_spec_skew,Temperature_spec_kurtosis,target_encoded,target_label
100.0,110.0,10.0,1806.032967032967,1219.6204007764456,0.0,2929.0,2331.0,-0.5259285812200512,-1.4308773772869614,2179.2725850613547,0.375,0.0,17.00638870602245,13.396551798863236,0.26348994717798657,-1.037107749580196,-0.1004761904761904,1.5122259241826608,-6.03,4.45,-0.15,-0.051675073898434634,0.3267165445025504,1.51556019696438,0.9890109890109888,16.465177452428044,12.941480133461553,0.45246734546895506,-0.9654035044966891,-0.006263736263736247,4.336935156669258,-6.78,6.81,0.14,-0.0189745250243588,-1.4983138116498935,4.336939679952419,7.912087912087911,17.693006341172318,11.689995285664482,0.6762452194156937,-0.9522635009223168,9.708278388278389,1.1481555376416483,6.88,12.3,9.75,-0.22364062457269318,-0.5977913397652572,9.775936292904655,0.0,7.554729529424303,12.053245536742272,1.5290932365710783,1.102086992378836,-0.012930402930402948,7.637104684991245,-12.41,12.63,0.59,-0.06732426915456297,-1.446151133569441,7.637115631233769,7.912087912087911,17.86007231142215,11.654851243923522,0.6671821706624826,-0.9522911937421563,0.2182783882783883,3.27709773481439,-9.32,12.23,0.13,0.43924654010586367,0.6142757822160161,3.2843591488013333,7.912087912087911,18.00889715353985,12.572777640412646,0.445352801707068,-0.9825173772862854,0.013443223443223433,1.4873904224360344,-2.94,3.16,0.27,0.01840621299251363,-1.2180192231112963,1.4874511719753993,7.912087912087911,17.388840651186992,11.364338856745468,0.7898942055823429,-0.8985128860435316,27.16736263736264,0.013328904791258738,27.13,27.2,27.17,-0.19683455374763983,-0.2448521491187723,27.16736590708916,0.0,0.06656908015515685,1.3998544288116261,23.697080517779046,597.5911691822664,0,healthy
100.0,110.0,10.0,1512.3589743589744,1038.6117968442315,0.0,2928.0,1617.0,-0.13163384194958108,-1.3384242559899773,1834.6509564132716,0.5,0.0,17.308177906738848,13.679637103733748,0.16570436095679686,-1.2313100338478904,-0.30065934065934063,1.032059503137851,-2.35,2.59,-0.41,0.4944830639796196,-0.2943159827689583,1.0749617933409807,12.857142857142854,18.76304421675285,11.681937801492895,0.31953083324323694,-0.8359238106480849,0.034908424908424864,4.217829946842152,-6.98,6.76,-0.3,0.06695907392173932,-1.4892712862464272,4.217974402317783,12.857142857142854,19.619630570152708,10.674686115737645,0.7447040039562292,-0.6853559706341779,9.769780219780218,2.400712948754883,5.02,15.46,9.61,0.07906514175168286,-1.206095457486304,10.060418888154121,0.0,9.61033065425489,11.75803963923663,1.0683417696087798,0.07137991352185225,-0.13663003663003667,8.297637092410076,-11.94,12.52,-1.33,0.07644558913821844,-1.5105755285275697,8.298761900684287,12.857142857142854,19.462675425865424,10.643042574297557,0.7481125633829189,-0.6806588271025835,-0.08058608058608072,11.752739639496781,-24.57,22.41,-1.14,0.08265565283844192,-1.476778766968878,11.75301591720964,12.857142857142854,19.629578287164065,10.749808681044277,0.7176054346299553,-0.6471346691470727,0.07395604395604398,7.277593825949877,-12.37,12.85,-0.06,0.011839461085744166,-1.458986842932514,7.277969592677713,12.857142857142854,19.66178393205735,10.594439845545862,0.7844184430479734,-0.6578916439389921,28.36747252747253,0.013768898960830634,28.32,28.4,28.37,-0.31455065105001173,-0.0027731918165194713,28.367475869020975,0.0,0.06732894793190668,1.3968882429124714,23.58591110568745,593.8589300059878,0,healthy
100.0,110.0,10.0,1535.084249084249,1138.0053288246183,0.0,2931.0,1535.0,-0.04096411882854094,-1.5443950663751116,1910.9002538645968,0.5036764705882353,0.0,19.052727752193174,14.749862547205897,0.1479401894711394,-1.2456632914409003,0.03827838827838824,5.805357728403513,-14.15,10.41,0.1,-0.4217288091526734,-0.6209826947797406,5.805483923820958,38.241758241758234,29.731817735474365,12.669041406889319,-0.7178563916614285,-0.6618868245663001,-0.4861904761904762,9.611657306807137,-14.16,14.92,-2.16,0.1319396080405682,-1.6020009007992027,9.623946039054736,20.439560439560434,21.319241541056538,12.5113366667442,0.08518662257817455,-0.5661054448251184,9.301538461538462,7.306439518602539,-5.06,25.34,8.71,0.3254584061810618,-0.7094809823442434,11.828046169612131,0.0,23.10329230693271,16.138493965280077,-0.2217516034730045,-1.4299746503518613,-0.34787545787545787,11.403981338029086,-23.7,23.26,-0.39,-0.014493041635159255,-0.6911381770931855,11.40928602903388,20.439560439560434,22.607480236833396,12.904666133819598,0.021658821876683,-0.7435284119767704,0.7170695970695973,18.962106521176146,-38.15,42.5,-0.9,0.26177748717793725,-0.41935440593590245,18.9756600024208,20.439560439560434,26.97012754094146,13.654481467621071,-0.4451903187226648,-0.9188756773312092,-0.34380952380952384,7.183082750130382,-12.05,10.69,-0.19,-0.016020802574988363,-1.553209354445925,7.191306055500822,20.439560439560434,20.471354259557742,12.239870181738231,0.16257629991133427,-0.4427009925685814,19.222857142857144,0.03500766156705564,19.15,19.29,19.22,0.05941291677439891,-1.1662738059903364,19.222889019891426,0.0,0.10622545603373283,1.7154512972964886,18.960619425964804,385.9896254876047,0,healthy
100.0,110.0,10.0,1551.7722419928825,1056.7439809929008,0.0,2929.0,1562.0,-0.047338838033550455,-1.397613130539558,1877.419753913424,0.325,0.0,14.984369811300672,13.237071435649984,0.628478452524988,-0.7110102330589374,-0.11629893238434166,1.4223047194289598,-3.02,3.0,-0.09,0.01363830506341821,-1.147182448454122,1.427051560590447,8.007117437722421,18.511986196476073,12.16454259767648,0.4962941120736707,-1.1161032470431038,-0.014056939501779388,2.4280520838781023,-4.29,3.17,0.37,-0.31366269537011826,-1.396438253524688,2.428092774086887,8.007117437722421,17.476925886275588,11.244986345060553,0.7555587520829514,-0.850282305410667,9.772846975088969,0.9204097849941155,7.53,11.34,9.99,-0.566785580087517,-0.7394725697846374,9.816093529037838,0.0,6.120690673189259,11.092511004187246,1.8736423976664727,2.3821895463409373,-0.09042704626334523,3.943354853987177,-6.93,6.1,0.36,-0.21633085668862892,-1.3535951704454654,3.944391531676355,8.007117437722421,17.4546126688162,11.47225029521586,0.7129732009703242,-0.9081924289919185,0.10907473309608545,4.772713873719397,-7.52,9.74,-0.8,0.3450684685758833,-1.2267703267112728,4.773960098052098,8.007117437722421,17.666439507998007,11.717340923898123,0.6321654109737412,-1.0123793168909796,0.030747330960854056,2.336264274054289,-3.74,3.74,0.06,-0.0899451290127608,-1.4299573310451532,2.336466596504994,8.327402135231317,17.521376564778578,11.099472351707062,0.7850677782813092,-0.8344774333933516,27.87039145907473,0.025551353600637903,27.73,27.91,27.87,-2.859574481546473,12.048783051727487,27.870403171711324,0.0,0.08631385063459897,1.5419143533250874,21.226882041500236,485.20212675450523,0,healthy
100.0,110.0,10.0,1446.2362637362637,1022.7863638174634,0.0,2928.0,1443.5,0.003944057224100703,-1.3499676194811103,1771.3529508702595,0.5284403669724771,0.0,19.14945386046584,13.729094254942924,-0.07393318634561363,-1.2744749672473485,-0.32957875457875463,1.6686660917778002,-4.05,3.87,-0.18,-0.028143447868281362,-0.7684353590295139,1.7009023138671666,0.0,17.796232894448163,10.756730890263745,0.5591175804389532,-0.4317753696397988,0.0448901098901099,4.350237550544328,-6.98,7.05,-0.20500000000000002,0.029011233483035612,-1.4436009530612575,4.35046915494546,12.857142857142854,18.54385657538554,10.57511632385312,0.7283470320576959,-0.6494867780965112,9.76434065934066,3.565792405766327,3.13,17.12,9.22,0.2711568637263358,-1.212461221737177,10.39505767144531,0.0,13.478466664104932,12.272161640217925,0.6838365385745133,-0.5184736922885804,-0.11155677655677655,6.976323613923765,-10.81,11.47,-0.87,0.16642588619879425,-1.4232761613637372,6.977215496212374,12.857142857142854,18.38955297270688,10.764061105097024,0.7034086847037196,-0.7106171683555149,-0.08163003663003657,17.272580944120243,-36.35,30.05,1.13,-0.13385221044661846,-1.3996336843097092,17.27277383439226,12.857142857142854,18.405061250870816,10.63330882562895,0.7267224079879497,-0.5415875309023956,0.0919597069597069,8.003967262994921,-13.87,13.87,-0.025,-0.010295336374418774,-1.4655737050979354,8.004495520318475,12.857142857142854,18.51315974980892,10.510446106506775,0.7621006569851972,-0.6051248905500377,27.58375457875458,0.18953385614595414,27.37,27.8,27.58,0.001552956525952223,-1.9835697367229028,27.584405734827598,0.0,0.1738696912867939,2.1354703414063603,15.080158086853375,247.10140888488453,0,healthy
100.0,110.0,10.0,1754.6117216117216,1137.3122915484964,0.0,2934.0,1971.0,-0.36083955824749625,-1.4289325740769139,2090.966652561571,0.5294117647058824,0.0,19.038209244766254,14.773700841730378,0.0964622130929842,-1.2751785017377992,0.07487179487179484,4.304292780338577,-11.84,10.98,0.58,-0.3604388899610019,-0.378930240748375,4.304943916538533,42.19780219780219,28.38732216033962,13.34773646576483,-0.549009368959849,-0.925509395637699,-0.3457142857142857,11.219443497869396,-18.25,18.21,-1.96,0.07746545921284693,-1.482415217907083,11.224768628761609,20.439560439560434,21.40054375957034,12.420066058445748,0.060112721853801565,-0.512925773397547,9.416813186813187,7.389569950726221,-5.29,25.56,8.6,0.18130078573436734,-0.8133850315931657,11.970050737236441,0.0,21.69239728253887,15.52975382855733,-0.12284131926003716,-1.3704310735881664,-0.061318681318681206,12.474075083020404,-28.69,24.53,0.74,-0.1074325957556551,-0.787791636395224,12.474225793912389,20.439560439560434,22.026380019729185,12.632231097538305,0.07462759531595453,-0.6516628467063565,0.7103663003663004,22.00864097397887,-45.47,47.7,-1.18,0.17137934726316154,-0.4672949552145331,22.020102129694987,20.439560439560434,24.28522138047646,12.857361886814068,-0.18431033161962274,-0.8041939784964889,-0.2613553113553114,8.873424164598996,-14.5,13.27,0.47,-0.04321255101609637,-1.5213943430936148,8.877272272700832,20.439560439560434,20.913092070201262,12.22707753987371,0.10635068848085161,-0.42573102330482104,17.753040293040293,0.01637211029521049,17.69,17.8,17.75,-0.1136062822654604,0.21103821696913982,17.75304784233704,0.0,0.10369302366814585,1.714713667649251,19.124419476105835,393.091097112601,0,healthy
100.0,110.0,10.0,1596.3040293040292,912.9952251751134,0.0,2928.0,1473.5,-0.0361659578871601,-0.7098663970112509,1838.9526462540668,0.29724770642201837,0.0,17.122390671749535,13.123517592795027,0.22429342787415218,-0.9756682833351764,0.07201465201465201,1.3724865698434732,-5.49,5.49,0.02,-0.1877377927481347,2.0253513317369993,1.37437458303968,1.813186813186813,14.871549085055602,11.911362588259992,0.6557982787079852,-0.6198288636329448,0.011336996336996348,3.771146609088452,-7.79,7.51,0.01,-0.11796150837980537,-0.0008897906959686175,3.7711636499527934,8.076923076923075,17.499133907972023,11.40572819316568,0.7494028926709778,-0.8849770692405787,9.76978021978022,0.7812146239625778,6.04,12.12,9.81,-0.8494607325960953,3.0519787056595282,9.80096433171256,0.0,7.0706135643901735,11.594666907961157,1.6172432502087144,1.458782244597285,-0.09148351648351648,6.742551595029367,-15.26,13.59,-0.05,-0.15012643944976964,0.0601964141989253,6.743172194555115,8.076923076923075,17.46860879337543,11.331852069585507,0.750605750838329,-0.9050619004019866,-0.06538461538461536,2.5250103431517634,-8.35,9.41,-0.01,0.7079271659801503,2.6797496709206623,2.525856761764685,8.076923076923075,18.625501444980408,12.316009583336527,0.3729851208453697,-1.0266284090827793,0.05007326007326008,1.3916669827835817,-3.04,3.08,0.175,-0.10286557554081988,-1.1759248515691696,1.3925675288273538,9.23076923076923,17.155220375031007,11.398611306383154,0.8425701155116971,-0.7332539818474393,27.63430402930403,0.04135935457512566,27.55,27.71,27.634999999999998,-0.024236592141999358,-1.59482409536686,27.63433497988001,0.0,0.10011458215862225,1.6832402546668443,19.4570608797011,405.07365962584424,0,healthy
100.0,110.0,10.0,1555.1575091575091,1042.981082902959,0.0,2937.0,1600.0,-0.13266277317339153,-1.3322248621257649,1872.5182022032302,0.5257352941176471,0.0,18.529713127463477,14.1428704304578,0.06345963043971159,-1.3017673134976628,-0.3305860805860806,1.4530320783148976,-4.93,3.37,-0.21,-0.22055478996495584,-0.4167901559472118,1.4901642115181055,13.186813186813184,19.2273769983984,11.123649642478725,0.40863750773232377,-0.585057148825074,0.1394139194139194,4.198295357117433,-7.15,5.97,0.32,-0.10131816182150435,-1.4860763341935965,4.2006094970278,13.186813186813184,18.260321379747342,10.669777777122787,0.6666243135528731,-0.6747550408994716,9.745934065934067,2.8595496371842946,3.27,14.47,9.66,0.0371905578309903,-1.0812135332197397,10.156783690965115,0.0,11.352033588858514,12.152236905720017,0.8555448124417733,-0.29602620081634745,0.016117216117216105,7.46419936118245,-11.43,11.33,0.19,-0.0005496207733400199,-1.4827001500803554,7.464216761866704,13.186813186813184,18.323197621242944,10.715837051430734,0.6923994786028402,-0.6897709188172403,-0.2584981684981685,14.122779236003717,-29.03,27.06,0.43,-0.14043533407939127,-1.4404513854825662,14.125144765701153,13.186813186813184,18.514146003175,10.3886169734891,0.6616401555445877,-0.5938506461701216,0.27018315018315014,7.754129253454351,-12.62,13.67,1.3,-0.06773153477386068,-1.458196079236107,7.758834926322343,13.186813186813184,18.05753369423967,10.534868123835981,0.6829030369532646,-0.607620058340403,28.358534798534798,0.017012591696783427,28.3,28.4,28.36,-0.21263252042744418,0.12152795018403495,28.358539901553208,0.0,0.07256710846983187,1.4450655848916274,22.637239417286168,548.315040294726,0,healthy
100.0,110.0,10.0,1630.2637362637363,1174.0953138059356,0.0,2933.0,1728.0,-0.18491085246754208,-1.5810100588687774,2009.0444633401362,0.5551470588235294,0.0,19.892764920179317,14.752517298827618,0.015473214563413107,-1.2839932184678267,0.08659340659340663,4.834191460465756,-12.48,11.22,0.56,-0.4725244459577273,-0.42808946041114115,4.834966958987982,38.241758241758234,29.224580293394748,12.385941811343491,-0.6804163188069119,-0.7432682020218442,-0.03553113553113546,11.440500377768416,-16.23,16.18,-1.14,0.0653194694611778,-1.6601480068691958,11.440555552739184,20.109890109890106,22.54006359828701,12.025916383203604,0.08047907712300173,-0.5186230848003626,9.732197802197803,7.070925425887103,-4.83,26.62,9.27,0.3371394079592645,-0.5899334653462347,12.029699100125507,0.0,20.895317451663058,15.137089209492895,-0.11753432534141928,-1.4275289941704,0.1000732600732601,13.271055120974255,-25.17,23.31,0.1,-0.0859810186460609,-0.9165950717977971,13.27143242763639,20.109890109890106,22.35555891334007,12.03573223183146,0.044562652845789974,-0.6669296848844564,0.0402564102564102,20.092996855742463,-43.11,40.5,-0.78,0.08281143242676561,-0.6358470606456148,20.093037182652186,20.109890109890106,25.09313679184144,12.646497852197841,-0.25754814980165797,-0.9276418827985373,-0.021611721611721556,8.472274690305696,-13.28,12.75,0.95,-0.07817844341393315,-1.561664822279567,8.472302254671128,20.109890109890106,21.45044997191879,11.783312864905247,0.17216669847690913,-0.38366077703024004,18.07974358974359,0.016933618650294423,18.03,18.12,18.08,0.031096570913899207,-0.13810808267826502,18.07975151981672,0.0,0.10571794471569348,1.7645029842795177,18.97778663634179,383.7298809482725,0,healthy
100.0,110.0,10.0,1505.021978021978,1101.6533460009377,0.0,2934.0,1341.0,0.08273854167148276,-1.5079997244755103,1865.1357186768605,0.2757352941176471,0.0,15.132380827819969,13.379199525593977,0.5788148253887704,-0.8578729338183555,-0.05428571428571427,1.4084180272961464,-2.99,2.94,0.09,-0.04205872629881749,-1.1634611752872026,1.409463826562526,7.912087912087911,16.503114237873085,11.829178593037573,0.743244630778414,-0.6702198074689978,-0.02732600732600732,2.323034478168483,-3.7,3.55,-0.24,0.019705190383616043,-1.4539515947346744,2.3231951914197606,8.241758241758241,16.934615170926065,11.530715848632754,0.8141419758969175,-0.7536088630397875,9.8192673992674,0.7925307298784452,8.08,12.13,9.82,0.04993674432221445,-0.6804599808533829,9.851198770510988,0.0,5.263785843283635,10.320685949425716,2.121782120306111,3.5662882199233072,-0.1161172161172161,3.8248247747692905,-6.32,6.25,-0.22,0.014284839036490546,-1.4233002134065291,3.826586960408422,8.241758241758241,16.947386160205827,11.598261592648273,0.7676406396551287,-0.8052749351959578,0.0168498168498169,4.546414878213854,-8.43,8.08,0.21,0.0273221084893953,-1.3327867389021257,4.546446102305861,7.912087912087911,16.788525322241533,11.430415898879795,0.8222247495862288,-0.6119820021664353,0.02608058608058611,2.5900439883596094,-4.62,4.68,-0.24,0.07615982256038918,-1.3156488876073866,2.590175294957478,7.912087912087911,16.97086510612095,11.478323219035996,0.8207301535329784,-0.7792762857778857,27.869010989010988,0.012671239828922517,27.83,27.91,27.87,-0.10565383053751495,0.26809880390732665,27.86901386963547,0.0,0.063142881431056,1.3541876936218278,24.49759580128178,641.0568679758477,0,healthy
